"Date2","Sensor01","Sensor02","Sensor03","Sensor04","Sensor05","Sensor06","Sensor07","Sensor08","Sensor09","Sensor10","Sensor11","Sensor12","Sensor13","Sensor14","Sensor15","Sensor16","Sensor17","Sensor18","Sensor19","Sensor20","Sensor21","Sensor22","Sensor23","Sensor24","Sensor25","Sensor26","Sensor27","Sensor28","Sensor29","Sensor30","Sensor31","Sensor32","Sensor33","Sensor34","Sensor35"
"2015-07-07",24.85,24.6891666666667,24.9616666666667,24.5633333333333,24.5408333333333,24.4733333333333,24.3975,24.7216666666667,24.87,24.635,24.3391666666667,24.2091666666667,24.7225,24.6066666666667,24.4025,24.62,24.8541666666667,24.1058333333333,24.3541666666667,24.2725,24.3541666666667,24.92,24.7675,24.3008333333333,24.845,24.5666666666667,24.6983333333333,24.1483333333333,25.1425,24.0858333333333,24.64,24.4983333333333,24.6933333333333,24.7766666666667,24.0941666666667
"2015-07-08",24.0733333333333,23.9345833333333,24.0095833333333,23.8108333333333,23.8620833333333,23.7875,23.70125,23.8554166666667,23.8941666666667,23.8245833333333,23.76,23.5766666666667,23.84,23.7966666666667,23.72875,23.7295833333333,23.9029166666667,23.6058333333333,23.59875,23.57875,23.59625,23.8908333333333,23.845,23.7504166666667,23.905,23.7558333333333,23.8208333333333,23.5020833333333,24.0229166666667,23.5666666666667,23.80375,23.7825,23.8816666666667,23.8854166666667,23.61
"2015-07-09",23.4635754489413,23.3952532833021,23.3982953631734,23.3678772447065,23.2961940498526,23.3121602787456,23.1694237469847,23.2275368533905,23.3057678906459,23.2956955239882,23.3174028410614,23.2322326454034,23.2975877780756,23.2517475207719,23.2145322969713,23.1861002412222,23.3251648351648,23.3356472795497,23.2346529080675,23.1535754489413,23.23776467435,23.3302573036719,23.284392924149,23.2589520235862,23.284425087108,23.2207504690432,23.2786759581882,23.0948646475476,23.3783891718038,23.2129911551863,23.2669525596355,23.2527204502814,23.3613454837845,23.3272071830608,23.3073438756366
"2015-07-10",23.7216666666667,23.6016666666667,23.6675,23.46875,23.49125,23.4416666666667,23.2816666666667,23.5383333333333,23.66125,23.50375,23.40875,23.30375,23.5170833333333,23.4483333333333,23.35875,23.4079166666667,23.5983333333333,23.385,23.3045833333333,23.2679166666667,23.36625,23.6308333333333,23.5183333333333,23.3395833333333,23.6283333333333,23.3520833333333,23.49625,23.1208333333333,23.8025,23.2716666666667,23.47625,23.4283333333333,23.5266666666667,23.5745833333333,23.2620833333333
"2015-07-11",23.4979166666667,23.3158333333333,23.38,23.24375,23.2241666666667,23.1554166666667,23.01875,23.3220833333333,23.3770833333333,23.1270833333333,23.2058333333333,23.0429166666667,23.1616666666667,23.22625,23.0604166666667,23.08625,23.2545833333333,23.1075,23.0266666666667,23.01375,23.0304166666667,23.3066666666667,23.2141666666667,23.0808333333333,23.3108333333333,23.195,23.2404166666667,22.92125,23.4345833333333,23.0995833333333,23.1104166666667,23.2520833333333,23.2795833333333,23.31875,23.07
"2015-07-12",22.6770833333333,22.6279166666667,22.4904166666667,22.50375,22.59375,22.56125,22.4183333333333,22.42375,22.47125,22.4816666666667,22.6520833333333,22.5341666666667,22.5016666666667,22.4858333333333,22.5416666666667,22.3633333333333,22.4825,22.6820833333333,22.39875,22.4733333333333,22.4766666666667,22.3620833333333,22.4254166666667,22.6170833333333,22.4395833333333,22.4545833333333,22.4729166666667,22.3383333333333,22.3670833333333,22.58625,22.43375,22.5383333333333,22.5629166666667,22.5079166666667,22.63
"2015-07-13",23.1866666666667,23.1183333333333,23.2841666666667,23.02375,23.0358333333333,23.0075,22.9933333333333,23.1075,23.2379166666667,23.09,22.8941666666667,22.8904166666667,23.095,22.94375,22.8683333333333,22.9958333333333,23.1183333333333,22.9454166666667,22.9620833333333,22.7866666666667,23.0466666666667,23.1704166666667,23.1554166666667,22.8304166666667,23.1595833333333,22.8641666666667,22.9508333333333,22.8704166666667,23.3479166666667,22.6583333333333,23.0554166666667,22.7829166666667,23.1,23.175,22.94875
"2015-07-14",23.5516666666667,23.46375,23.56625,23.3945833333333,23.3008333333333,23.2075,23.2479166666667,23.325,23.4258333333333,23.3558333333333,23.2895833333333,23.1904166666667,23.3304166666667,23.3420833333333,23.19875,23.26125,23.4141666666667,23.2570833333333,23.2729166666667,23.14125,23.2483333333333,23.38875,23.3704166666667,23.1825,23.4295833333333,23.255,23.3191666666667,23.1191666666667,23.5445833333333,23.0870833333333,23.3341666666667,23.2654166666667,23.4008333333333,23.3954166666667,23.2325
"2015-07-15",24.0291666666667,23.885,24.075,23.7545833333333,23.6829166666667,23.5220833333333,23.58125,23.9129166666667,23.94375,23.76375,23.5970833333333,23.4979166666667,23.76,23.7525,23.5070833333333,23.7104166666667,23.8866666666667,23.5108333333333,23.6483333333333,23.44875,23.5825,23.9933333333333,23.8466666666667,23.4670833333333,23.9966666666667,23.6958333333333,23.8025,23.48375,24.2366666666667,23.3420833333333,23.7525,23.71875,23.7983333333333,23.8554166666667,23.4854166666667
"2015-07-16",24.3016666666667,24.17,24.3454166666667,24.0108333333333,23.995,23.8508333333333,23.8866666666667,24.1920833333333,24.2808333333333,24.0629166666667,23.8845833333333,23.7570833333333,24.0820833333333,24.0041666666667,23.8679166666667,24.0029166666667,24.19625,23.7366666666667,23.8395833333333,23.77125,23.7733333333333,24.1929166666667,24.11375,23.8483333333333,24.2120833333333,23.9879166666667,24.06875,23.69625,24.4604166666667,23.6541666666667,24.0604166666667,24.0016666666667,24.1054166666667,24.15125,23.675
